0.000000e+00, 0.000000e+00 
5.000000e-02, -4.710116e-02 
1.000000e-01, -8.878694e-02 
1.500000e-01, -1.255858e-01 
2.000000e-01, -1.579738e-01 
2.500000e-01, -1.863831e-01 
3.000000e-01, -2.112083e-01 
3.500000e-01, -2.328114e-01 
4.000000e-01, -2.515261e-01 
4.500000e-01, -2.676616e-01 
5.000000e-01, -2.815047e-01 
5.500000e-01, -2.933226e-01 
6.000000e-01, -3.033648e-01 
6.500000e-01, -3.118642e-01 
7.000000e-01, -3.190388e-01 
7.500000e-01, -3.250928e-01 
8.000000e-01, -3.302172e-01 
8.500000e-01, -3.345909e-01 
9.000000e-01, -3.383809e-01 
9.500000e-01, -3.417432e-01 
1.000000e+00, -3.448234e-01 
1.050000e+00, -3.477564e-01 
1.100000e+00, -3.506673e-01 
1.150000e+00, -3.536717e-01 
1.200000e+00, -3.568756e-01 
1.250000e+00, -3.603758e-01 
1.300000e+00, -3.642601e-01 
1.350000e+00, -3.686073e-01 
1.400000e+00, -3.734877e-01 
1.450000e+00, -3.789631e-01 
1.500000e+00, -3.850865e-01 
1.550000e+00, -3.919030e-01 
1.600000e+00, -3.994493e-01 
1.650000e+00, -4.077543e-01 
1.700000e+00, -4.168387e-01 
1.750000e+00, -4.267159e-01 
1.800000e+00, -4.373912e-01 
1.850000e+00, -4.488628e-01 
1.900000e+00, -4.611214e-01 
1.950000e+00, -4.741506e-01 
2.000000e+00, -4.879272e-01 
2.050000e+00, -5.024208e-01 
2.100000e+00, -5.175949e-01 
2.150000e+00, -5.334061e-01 
2.200000e+00, -5.498052e-01 
2.250000e+00, -5.667368e-01 
2.300000e+00, -5.841397e-01 
2.350000e+00, -6.019473e-01 
2.400000e+00, -6.200877e-01 
2.450000e+00, -6.384838e-01 
2.500000e+00, -6.570538e-01 
2.550000e+00, -6.757115e-01 
2.600000e+00, -6.943663e-01 
2.650000e+00, -7.129238e-01 
2.700000e+00, -7.312858e-01 
2.750000e+00, -7.493507e-01 
2.800000e+00, -7.670140e-01 
2.850000e+00, -7.841683e-01 
2.900000e+00, -8.007038e-01 
2.950000e+00, -8.165085e-01 
3.000000e+00, -8.314687e-01 
3.050000e+00, -8.454691e-01 
3.100000e+00, -8.583933e-01 
3.150000e+00, -8.701239e-01 
3.200000e+00, -8.805432e-01 
3.250000e+00, -8.895331e-01 
3.300000e+00, -8.969757e-01 
3.350000e+00, -9.027537e-01 
3.400000e+00, -9.067502e-01 
3.450000e+00, -9.088497e-01 
3.500000e+00, -9.089380e-01 
3.550000e+00, -9.069026e-01 
3.600000e+00, -9.026331e-01 
3.650000e+00, -8.960211e-01 
3.700000e+00, -8.869612e-01 
3.750000e+00, -8.753506e-01 
3.800000e+00, -8.610897e-01 
3.850000e+00, -8.440825e-01 
3.900000e+00, -8.242366e-01 
3.950000e+00, -8.014633e-01 
4.000000e+00, -7.756783e-01 
4.050000e+00, -7.468017e-01 
4.100000e+00, -7.147582e-01 
4.150000e+00, -6.794771e-01 
4.200000e+00, -6.408930e-01 
4.250000e+00, -5.989455e-01 
4.300000e+00, -5.535796e-01 
4.350000e+00, -5.047457e-01 
4.400000e+00, -4.524000e-01 
4.450000e+00, -3.965043e-01 
4.500000e+00, -3.370263e-01 
4.550000e+00, -2.739397e-01 
4.600000e+00, -2.072242e-01 
4.650000e+00, -1.368655e-01 
4.700000e+00, -6.285561e-02 
4.750000e+00, 1.480750e-02 
4.800000e+00, 9.611956e-02 
4.850000e+00, 1.810701e-01 
4.900000e+00, 2.696427e-01 
4.950000e+00, 3.618145e-01 
5.000000e+00, 4.575568e-01 
